Date,Open,High,Low,Close,Adj Close,Volume
2017-07-31,47420.0,48240.0,46920.0,48200.0,14342.78125,12701400
2017-08-01,48000.0,48840.0,47540.0,48600.0,14461.808594,11369500
2017-08-02,49200.0,49340.0,48600.0,49000.0,14580.835938,7777450
2017-08-03,49000.0,49000.0,47120.0,47780.0,14217.800781,15540800
2017-08-04,48160.0,48180.0,47500.0,47700.0,14193.996094,8359200
2017-08-07,47500.0,48080.0,47440.0,47580.0,14158.289063,7218250
2017-08-08,47980.0,48260.0,47480.0,47720.0,14199.946288999998,7979600
2017-08-09,47400.0,47400.0,46240.0,46280.0,13771.450195,14555400
2017-08-10,46200.0,46320.0,45460.0,45900.0,13658.374022999998,22986150
2017-08-11,45120.0,45300.0,44220.0,44620.0,13277.488281,25407300
2017-08-14,45120.0,45400.0,44720.0,45000.0,13390.561523,19185600
2017-08-16,46220.0,46380.0,46000.0,46200.0,13747.644531,21913650
2017-08-17,46960.0,47300.0,46740.0,47040.0,13997.601563,12415850
2017-08-18,46760.0,47240.0,46240.0,46900.0,13955.942383000001,10477950
2017-08-21,47240.0,47240.0,46580.0,46840.0,13938.087891,5103450
2017-08-22,46820.0,47160.0,46700.0,47000.0,13985.698241999999,7381750
2017-08-23,47780.0,47780.0,47180.0,47480.0,14128.532227000002,9384700
2017-08-24,47520.0,47660.0,47340.0,47520.0,14140.432616999999,8657450
2017-08-25,47880.0,47880.0,46720.0,47020.0,13991.649413999998,11243550
2017-08-28,47020.0,47240.0,45960.0,46100.0,13717.886719,9962100
2017-08-29,45640.0,46080.0,45160.0,46080.0,13711.936522999998,12623650
2017-08-30,46380.0,46400.0,45960.0,46200.0,13747.644531,7513000
2017-08-31,46220.0,46640.0,46000.0,46320.0,13783.351563,11011700
2017-09-01,46460.0,46640.0,46300.0,46480.0,13830.963866999999,10641700
2017-09-04,45780.0,46360.0,45500.0,46040.0,13700.033203,7943500
2017-09-05,46240.0,46900.0,45960.0,46760.0,13914.282227000002,11716100
2017-09-06,46760.0,47180.0,46700.0,47000.0,13985.698241999999,10811050
2017-09-07,47000.0,48220.0,47000.0,48120.0,14318.975586000002,9676500
2017-09-08,48700.0,49180.0,48580.0,49080.0,14604.640625,10893000
2017-09-11,49700.0,50180.0,49500.0,49800.0,14818.889647999998,10374750
2017-09-12,50200.0,50220.0,49140.0,49600.0,14759.376953,12029750
2017-09-13,49820.0,50400.0,49440.0,49620.0,14765.328125,9357000
2017-09-14,50060.0,50320.0,49760.0,50300.0,14967.673828,14204750
2017-09-15,50300.0,50560.0,49860.0,50400.0,14997.430663999998,10757300
2017-09-18,50540.0,52480.0,50520.0,52480.0,15616.373047,11524950
2017-09-19,52500.0,52640.0,51780.0,52120.0,15509.249022999998,9850400
2017-09-20,52120.0,52500.0,51840.0,52220.0,15539.004883000001,9292750
2017-09-21,52220.0,52960.0,52220.0,52800.0,15711.59375,8839800
2017-09-25,53000.0,53680.0,53000.0,53620.0,15955.597656,9303100
2017-09-26,53620.0,53620.0,53620.0,53620.0,15955.597656,0
2017-09-27,52000.0,52200.0,51500.0,51680.0,15378.317383000001,10797000
2017-09-28,52260.0,52460.0,51260.0,51260.0,17643.074219,12025450
2017-09-29,51180.0,51620.0,50840.0,51280.0,17649.957031,12909400
2017-10-10,53360.0,53640.0,52800.0,52800.0,18173.123047,20519800
2017-10-11,53600.0,54760.0,53340.0,54640.0,18806.429688,13652150
2017-10-12,54840.0,55160.0,54100.0,54800.0,18861.5,13890700
2017-10-13,54540.0,54840.0,53780.0,54000.0,18586.150391,12601650
2017-10-16,53980.0,54860.0,53760.0,53920.0,18558.615234,9769950
2017-10-17,54020.0,55380.0,54000.0,54800.0,18861.5,10607800
2017-10-18,54820.0,55240.0,54040.0,54760.0,18847.732422,10110750
2017-10-19,54700.0,54700.0,52980.0,52980.0,18235.078125,12108700
2017-10-20,52800.0,54100.0,52800.0,53840.0,18531.080078,8027050
2017-10-23,54600.0,54640.0,54000.0,54300.0,18689.40625,8311050
2017-10-24,54700.0,54780.0,54040.0,54040.0,18599.916016,5806050
2017-10-25,54040.0,54420.0,53700.0,53900.0,18551.730469,5882850
2017-10-26,53720.0,53900.0,52400.0,52400.0,18035.447266,9776550
2017-10-27,52400.0,53320.0,52140.0,53080.0,18269.498047,7392500
2017-10-30,53780.0,54320.0,53700.0,54040.0,18599.916016,8196150
2017-10-31,54060.0,55440.0,53500.0,55080.0,18957.871094,13381550
2017-11-01,57500.0,57500.0,56180.0,57220.0,19694.433594,14510250
2017-11-02,57500.0,57520.0,56760.0,57060.0,19639.365234,10721050
2017-11-03,57060.0,57140.0,55860.0,56380.0,19405.316406,9935800
2017-11-06,56380.0,56500.0,55340.0,56380.0,19405.316406,9000950
2017-11-07,56380.0,56920.0,55860.0,56100.0,19308.943359,7464550
2017-11-08,56100.0,57060.0,55860.0,56760.0,19536.107422,8520200
2017-11-09,56920.0,56920.0,55900.0,56340.0,19391.548828,11994050
2017-11-10,55800.0,56540.0,55780.0,56400.0,19412.201172,6748800
2017-11-13,56400.0,56800.0,56100.0,56380.0,19405.316406,8806650
2017-11-14,56380.0,56740.0,55920.0,55920.0,19246.990234,6725000
2017-11-15,55920.0,56320.0,55320.0,55340.0,19047.361328,8816950
2017-11-17,56400.0,56880.0,55820.0,55820.0,19212.572266,10733150
2017-11-20,55900.0,55980.0,55200.0,55200.0,18999.175781,9472750
2017-11-21,55400.0,55840.0,55280.0,55280.0,19026.710938,10324700
2017-11-22,55980.0,56200.0,55620.0,55960.0,19260.757813,7952950
2017-11-24,55300.0,55500.0,55180.0,55460.0,19088.662109,4536200
2017-11-27,55360.0,55360.0,52640.0,52640.0,18118.052734,18128900
2017-11-28,52700.0,53280.0,51720.0,53280.0,18338.333984,13499400
2017-11-29,53200.0,53240.0,52500.0,52600.0,18104.287109,9590250
2017-11-30,50800.0,51860.0,50200.0,50800.0,17484.748047,29634150
2017-12-01,50800.0,51780.0,50800.0,50840.0,17498.515625,12868600
2017-12-04,50840.0,51340.0,50020.0,51340.0,17670.611328,14865050
2017-12-05,50600.0,51300.0,50280.0,51260.0,17643.074219,9326550
2017-12-06,51260.0,51560.0,50020.0,50020.0,17216.283203,10889200
2017-12-07,50040.0,50980.0,50020.0,50740.0,17464.097656,11065600
2017-12-08,51360.0,52000.0,51040.0,52000.0,17897.773438,11290450
2017-12-11,52000.0,52040.0,51500.0,51780.0,17822.052734,8125850
2017-12-12,51820.0,52100.0,51660.0,52100.0,17932.193359,8765050
2017-12-13,52100.0,52100.0,51100.0,51320.0,17663.726563,11333700
2017-12-14,51320.0,52280.0,51060.0,51060.0,17574.236328,20310400
2017-12-15,51240.0,51480.0,50520.0,50620.0,17422.794922,14928550
